10000 25000
104 5575 12.1625
105 1182 6.16254
106 463 8.16254
107 26 9.16254
108 2569 14.1625
109 5142 9.16254
110 2511 5.16254
111 8767 12.1625
112 9252 11.1625
113 5824 6.16254
114 5894 13.1625
115 4868 8.16254
116 4817 10.1625
117 5069 10.1625
118 2684 6.16254
119 4125 10.1625
120 9283 10.1625
121 5688 6.16254
122 1663 11.1625
123 308 5.16254
124 6931 11.1625
125 3748 12.1625
126 2597 9.16254
127 6453 10.1625
128 4426 5.16254
129 1391 6.16254
130 3046 9.16254
131 1178 11.1625
132 6487 9.16254
133 3659 9.16254
134 8792 14.1625
135 9013 5.16254
136 6257 14.1625
137 9405 12.1625
138 2001 13.1625
139 3735 11.1625
140 6746 10.1625
141 1540 9.16254
142 3165 6.16254
143 4359 6.16254
144 1854 13.1625
145 7913 6.16254
146 6756 6.16254
147 5929 9.16254
148 6922 7.16254
149 3998 10.1625
150 2121 9.16254
151 5374 5.16254
152 7716 14.1625
153 7882 7.16254
154 7658 11.1625
155 233 11.1625
156 685 8.16254
157 8496 7.16254
158 1349 6.16254
159 1442 5.16254
160 1772 12.1625
161 9686 9.16254
162 1614 6.16254
163 3356 11.1625
164 9952 5.16254
165 5835 14.1625
166 368 6.16254
167 2036 5.16254
168 738 13.1625
169 9384 8.16254
170 3119 10.1625
171 7549 12.1625
172 4555 9.16254
173 9236 13.1625
174 485 9.16254
175 2273 12.1625
176 4783 7.16254
177 3951 9.16254
178 2324 8.16254
179 6516 7.16254
180 6244 11.1625
181 5934 7.16254
182 6727 8.16254
183 7862 7.16254
184 9471 5.16254
185 9026 13.1625
186 31 14.1625
187 7978 13.1625
188 5787 14.1625
189 3656 6.16254
190 2643 12.1625
191 1695 12.1625
192 9472 10.1625
193 5406 12.1625
194 4536 11.1625
195 5657 8.16254
196 7440 10.1625
197 8977 9.16254
198 2728 8.16254
199 4798 8.16254
200 5671 11.1625
201 6375 5.16254
202 3567 8.16254
203 3455 7.16254
204 6317 12.1625
205 7210 12.1625
206 4624 12.1625
207 9551 5.16254
208 7717 14.1625
209 9058 7.16254
210 47 6.16254
211 4619 5.16254
212 1057 11.1625
213 3238 5.16254
214 3602 9.16254
215 5986 7.16254
216 5026 14.1625
217 8142 14.1625
218 9881 10.1625
219 9531 11.1625
220 292 12.1625
221 8325 6.16254
222 396 5.16254
223 3760 14.1625
224 4419 8.16254
225 1952 14.1625
226 2284 5.16254
227 1954 9.16254
228 3333 12.1625
229 7126 12.1625
230 6393 6.16254
231 7792 9.16254
232 8640 10.1625
233 1597 11.1625
234 9115 12.1625
235 7887 11.1625
236 2618 13.1625
237 7489 9.16254
238 4091 8.16254
239 1130 9.16254
240 7235 12.1625
241 4559 7.16254
242 1236 9.16254
243 4443 10.1625
244 6452 9.16254
245 3087 11.1625
246 7848 10.1625
247 4267 5.16254
248 6816 9.16254
249 8177 9.16254
250 158 6.16254
251 6924 5.16254
252 2279 6.16254
253 7373 8.16254
254 8829 13.1625
255 6464 7.16254
256 4750 7.16254
257 7167 10.1625
258 2285 9.16254
259 2138 6.16254
260 6346 12.1625
261 1585 5.16254
262 7689 13.1625
263 2268 10.1625
264 4881 13.1625
265 3604 13.1625
266 6512 6.16254
267 981 7.16254
268 8108 8.16254
269 6746 14.1625
270 24 10.1625
271 4587 5.16254
272 8982 13.1625
273 2344 11.1625
274 6531 7.16254
275 3172 12.1625
276 2873 13.1625
277 8655 8.16254
278 3775 14.1625
279 8234 8.16254
280 4536 7.16254
281 6861 14.1625
282 3951 8.16254
283 1424 14.1625
284 9361 7.16254
285 581 6.16254
286 6129 7.16254
287 7325 14.1625
288 1671 8.16254
289 9545 5.16254
290 7316 13.1625
291 4245 11.1625
292 9058 12.1625
293 3918 9.16254
294 6990 10.1625
295 4655 9.16254
296 5575 5.16254
297 4159 8.16254
298 4106 7.16254
299 3169 7.16254
300 8501 8.16254
301 6019 10.1625
302 2084 7.16254
303 2908 5.16254
304 6179 8.16254
305 3540 6.16254
306 6755 5.16254
307 6852 14.1625
308 3851 6.16254
309 1813 10.1625
310 4507 6.16254
311 3952 11.1625
312 1151 5.16254
313 2774 14.1625
314 8442 11.1625
315 310 13.1625
316 2858 7.16254
317 4740 13.1625
318 1258 5.16254
319 1862 14.1625
320 1686 8.16254
321 2517 11.1625
322 4770 7.16254
323 5839 9.16254
324 1724 6.16254
325 2630 11.1625
326 5705 11.1625
327 9478 12.1625
328 7859 8.16254
329 2115 13.1625
330 9778 10.1625
331 6411 5.16254
332 338 6.16254
333 745 8.16254
334 1965 7.16254
335 616 12.1625
336 9592 12.1625
337 3677 8.16254
338 2504 8.16254
339 6150 13.1625
340 335 6.16254
341 3624 13.1625
342 6946 13.1625
343 4480 8.16254
344 6938 14.1625
345 4273 8.16254
346 2186 14.1625
347 2520 8.16254
348 5001 14.1625
349 5702 10.1625
350 7454 5.16254
351 2201 5.16254
352 1035 5.16254
353 2994 7.16254
354 8560 8.16254
355 933 5.16254
356 1091 12.1625
357 8101 7.16254
358 9243 14.1625
359 6008 5.16254
360 3924 6.16254
361 4483 11.1625
362 4131 8.16254
363 1799 10.1625
364 1851 12.1625
365 9263 10.1625
366 6985 12.1625
367 6354 14.1625
368 509 14.1625
369 3143 8.16254
370 3241 11.1625
371 1131 14.1625
372 1800 12.1625
373 3952 7.16254
374 6561 5.16254
375 8809 13.1625
376 1825 14.1625
377 9761 11.1625
378 1880 10.1625
379 8253 12.1625
380 646 11.1625
381 3039 8.16254
382 566 14.1625
383 7234 7.16254
384 1908 13.1625
385 3310 10.1625
386 9202 7.16254
387 9481 13.1625
388 6838 14.1625
389 3629 14.1625
390 4977 11.1625
391 5469 10.1625
392 7316 8.16254
393 5923 8.16254
394 8374 11.1625
395 4511 7.16254
396 4859 10.1625
397 8234 12.1625
398 8527 5.16254
399 9666 14.1625
400 9013 13.1625
401 7167 7.16254
402 9001 5.16254
403 802 6.16254
404 3248 10.1625
405 9241 7.16254
406 6871 14.1625
407 8192 5.16254
408 1525 7.16254
409 4968 7.16254
410 1458 12.1625
411 504 8.16254
412 8613 14.1625
413 4908 8.16254
414 7373 8.16254
415 9159 14.1625
416 7553 13.1625
417 7768 8.16254
418 6141 10.1625
419 2396 6.16254
420 3003 11.1625
421 780 9.16254
422 9513 8.16254
423 7228 14.1625
424 6253 6.16254
425 2522 12.1625
426 4841 12.1625
427 7193 11.1625
428 4929 10.1625
429 2179 5.16254
430 6678 9.16254
431 274 8.16254
432 831 8.16254
433 2370 8.16254
434 8196 7.16254
435 1109 6.16254
436 1152 7.16254
437 4240 12.1625
438 4026 9.16254
439 3288 9.16254
440 6830 14.1625
441 1156 13.1625
442 419 10.1625
443 6710 10.1625
444 454 13.1625
445 9235 6.16254
446 1812 11.1625
447 4530 13.1625
448 718 8.16254
449 2781 5.16254
450 4832 5.16254
451 1698 13.1625
452 8944 14.1625
453 8234 5.16254
454 572 7.16254
455 4834 7.16254
456 8916 12.1625
457 2240 5.16254
458 5923 6.16254
459 6267 11.1625
460 9422 7.16254
461 6675 10.1625
462 8178 9.16254
463 8625 14.1625
464 9688 14.1625
465 9394 13.1625
466 8461 8.16254
467 3672 9.16254
468 1779 7.16254
469 1961 14.1625
470 5012 6.16254
471 2919 14.1625
472 5950 11.1625
473 4848 10.1625
474 7274 14.1625
475 1417 14.1625
476 9784 6.16254
477 2680 7.16254
478 881 6.16254
479 1607 12.1625
480 4295 8.16254
481 9839 7.16254
482 5261 7.16254
483 1747 7.16254
484 7001 9.16254
485 975 8.16254
486 2086 11.1625
487 5944 5.16254
488 2219 11.1625
489 1495 8.16254
490 5073 14.1625
491 9357 13.1625
492 5752 14.1625
493 7568 14.1625
494 4927 9.16254
495 369 10.1625
496 1762 9.16254
497 5145 12.1625
498 5303 14.1625
499 5646 10.1625
500 602 9.16254
501 4320 8.16254
502 3682 8.16254
503 727 11.1625
504 5804 13.1625
505 8560 11.1625
506 9880 8.16254
507 8901 14.1625
508 3122 14.1625
509 3850 14.1625
510 8811 13.1625
511 437 12.1625
512 6011 10.1625
513 9179 8.16254
514 2477 13.1625
515 5203 5.16254
516 4614 11.1625
517 5768 11.1625
518 4535 11.1625
519 5780 5.16254
520 3464 10.1625
521 1218 11.1625
522 3843 12.1625
523 562 10.1625
524 1338 13.1625
525 6597 9.16254
526 1797 8.16254
527 2307 8.16254
528 2619 14.1625
529 2288 10.1625
530 9478 9.16254
531 9757 5.16254
532 180 5.16254
533 3972 9.16254
534 6769 7.16254
535 5055 12.1625
536 7260 10.1625
537 5163 13.1625
538 1141 7.16254
539 9652 5.16254
540 3303 7.16254
541 2630 6.16254
542 4868 12.1625
543 4491 12.1625
544 8006 9.16254
545 4166 10.1625
546 5854 7.16254
547 3162 8.16254
548 2617 11.1625
549 2333 10.1625
550 54 10.1625
551 2786 13.1625
552 6827 12.1625
553 1 9.16254
554 6840 7.16254
555 449 11.1625
556 9069 7.16254
557 6826 7.16254
558 1181 11.1625
559 3009 14.1625
560 1262 11.1625
561 8257 6.16254
562 5847 7.16254
563 6316 11.1625
564 1720 10.1625
565 1017 5.16254
566 9202 8.16254
567 671 8.16254
568 3336 12.1625
569 5583 11.1625
570 3491 12.1625
571 1903 10.1625
572 3859 7.16254
573 8082 9.16254
574 3212 6.16254
575 5811 9.16254
576 1432 14.1625
577 6338 6.16254
578 8654 9.16254
579 8909 10.1625
580 4469 14.1625
581 3732 5.16254
582 3731 10.1625
583 2868 12.1625
584 6658 11.1625
585 8826 6.16254
586 7649 13.1625
587 5876 11.1625
588 4206 14.1625
589 8131 8.16254
590 8215 12.1625
591 5057 7.16254
592 9595 10.1625
593 94 5.16254
594 5633 6.16254
595 209 5.16254
596 8931 7.16254
597 6940 13.1625
598 8344 12.1625
599 2895 5.16254
600 9843 6.16254
601 9901 13.1625
602 7198 8.16254
603 585 8.16254
604 1321 13.1625
605 406 11.1625
606 2661 13.1625
607 768 6.16254
608 8442 9.16254
609 3673 11.1625
610 9866 6.16254
611 7344 5.16254
612 7823 5.16254
613 4626 9.16254
614 5676 11.1625
615 5920 7.16254
616 2408 5.16254
617 4596 5.16254
618 1601 11.1625
619 1012 12.1625
620 5481 7.16254
621 2460 14.1625
622 8463 9.16254
623 3565 11.1625
624 5673 13.1625
625 5730 13.1625
626 2704 7.16254
627 5921 13.1625
628 525 6.16254
629 9862 6.16254
630 1234 13.1625
631 4887 13.1625
632 3188 8.16254
633 4831 7.16254
634 6248 8.16254
635 9294 10.1625
636 8843 13.1625
637 1455 14.1625
638 8147 5.16254
639 7379 12.1625
640 5425 7.16254
641 9361 8.16254
642 9349 12.1625
643 241 13.1625
644 8995 8.16254
645 7658 12.1625
646 9051 7.16254
647 5454 7.16254
648 5195 10.1625
649 195 13.1625
650 7711 14.1625
651 4756 12.1625
652 4409 6.16254
653 7028 10.1625
654 4397 10.1625
655 7961 10.1625
656 683 14.1625
657 9535 9.16254
658 7354 14.1625
659 9907 14.1625
660 4628 9.16254
661 8163 10.1625
662 4860 11.1625
663 9085 13.1625
664 7069 12.1625
665 3082 6.16254
666 1935 9.16254
667 2920 12.1625
668 7214 11.1625
669 2066 9.16254
670 7521 12.1625
671 3018 6.16254
672 517 12.1625
673 8237 14.1625
674 5496 8.16254
675 5804 5.16254
676 459 13.1625
677 5387 5.16254
678 2334 12.1625
679 5375 13.1625
680 5336 5.16254
681 5767 9.16254
682 7878 14.1625
683 5198 9.16254
684 219 13.1625
685 9871 8.16254
686 8875 14.1625
687 7527 10.1625
688 7027 9.16254
689 429 9.16254
690 8657 11.1625
691 5813 14.1625
692 3367 9.16254
693 6019 5.16254
694 7257 7.16254
695 6687 5.16254
696 3018 5.16254
697 3031 6.16254
698 2726 13.1625
699 9156 6.16254
700 8659 13.1625
701 3851 8.16254
702 1919 6.16254
703 94 9.16254
704 310 10.1625
705 6217 10.1625
706 8340 12.1625
707 9668 14.1625
708 3233 14.1625
709 575 11.1625
710 8666 6.16254
711 7831 13.1625
712 9718 6.16254
713 5748 12.1625
714 2258 12.1625
715 6974 12.1625
716 3934 10.1625
717 1619 9.16254
718 3788 5.16254
719 9547 9.16254
720 5402 6.16254
721 4650 6.16254
722 7797 14.1625
723 8615 6.16254
724 1590 8.16254
725 4686 7.16254
726 6454 11.1625
727 3526 14.1625
728 6546 7.16254
729 1784 5.16254
730 5762 11.1625
731 1305 13.1625
732 2750 14.1625
733 8714 5.16254
734 7803 8.16254
735 3802 14.1625
736 4029 12.1625
737 114 7.16254
738 4354 9.16254
739 6022 9.16254
740 7921 10.1625
741 7785 8.16254
742 6391 5.16254
743 3714 9.16254
744 3751 14.1625
745 3325 9.16254
746 7422 10.1625
747 9210 6.16254
748 721 12.1625
749 8294 10.1625
750 7771 12.1625
751 4895 10.1625
752 2133 13.1625
753 5210 7.16254
754 5321 10.1625
755 4015 6.16254
756 5106 10.1625
757 2366 10.1625
758 4695 11.1625
759 6019 7.16254
760 4745 10.1625
761 7960 10.1625
762 5558 7.16254
763 2342 11.1625
764 8262 14.1625
765 9550 6.16254
766 4316 6.16254
767 9417 7.16254
768 2620 13.1625
769 2938 10.1625
770 9025 8.16254
771 4350 13.1625
772 338 7.16254
773 7212 13.1625
774 4381 10.1625
775 5063 13.1625
776 4160 5.16254
777 2877 8.16254
778 4943 7.16254
779 9163 7.16254
780 7438 11.1625
781 823 5.16254
782 4744 9.16254
783 8205 7.16254
784 8033 6.16254
785 6889 13.1625
786 1263 10.1625
787 4356 12.1625
788 9540 8.16254
789 9798 12.1625
790 7966 14.1625
791 6213 6.16254
792 2634 7.16254
793 5010 6.16254
794 5893 14.1625
795 2366 11.1625
796 4472 6.16254
797 5088 11.1625
798 6594 9.16254
799 6581 5.16254
800 9185 12.1625
801 4852 9.16254
802 6295 14.1625
803 5214 8.16254
804 3942 5.16254
805 2923 6.16254
806 3041 13.1625
807 7200 13.1625
808 9809 6.16254
809 3253 10.1625
810 7968 12.1625
811 9036 12.1625
812 391 7.16254
813 1658 11.1625
814 2167 10.1625
815 3196 9.16254
816 4877 14.1625
817 3385 5.16254
818 422 6.16254
819 174 6.16254
820 5197 11.1625
821 9438 7.16254
822 5398 13.1625
823 3915 10.1625
824 435 8.16254
825 2495 7.16254
826 5953 12.1625
827 2428 9.16254
828 8821 14.1625
829 6495 13.1625
830 7073 6.16254
831 3926 8.16254
832 906 9.16254
833 6288 5.16254
834 7494 12.1625
835 7275 13.1625
836 4306 12.1625
837 4096 5.16254
838 6520 9.16254
839 6496 13.1625
840 8344 14.1625
841 6941 8.16254
842 3688 9.16254
843 3808 13.1625
844 6621 6.16254
845 6664 8.16254
846 1578 6.16254
847 8811 9.16254
848 1068 5.16254
849 5395 10.1625
850 4728 13.1625
851 4420 10.1625
852 2551 13.1625
853 1905 9.16254
854 8110 7.16254
855 7609 10.1625
856 8975 11.1625
857 2337 7.16254
858 8668 14.1625
859 6756 14.1625
860 8031 14.1625
861 569 10.1625
862 7177 5.16254
863 3677 8.16254
864 7645 9.16254
865 8391 10.1625
866 6490 7.16254
867 4574 14.1625
868 2911 13.1625
869 9696 13.1625
870 4881 6.16254
871 9059 13.1625
872 6606 10.1625
873 9685 7.16254
874 707 9.16254
875 2149 13.1625
876 3029 12.1625
877 9931 6.16254
878 5263 8.16254
879 8453 10.1625
880 7428 7.16254
881 6866 7.16254
882 2822 9.16254
883 4544 5.16254
884 9502 5.16254
885 9919 12.1625
886 4714 8.16254
887 1406 6.16254
888 3542 14.1625
889 6596 11.1625
890 9116 14.1625
891 6153 6.16254
892 4628 5.16254
893 3937 13.1625
894 2859 11.1625
895 4384 7.16254
896 3984 14.1625
897 5790 13.1625
898 4274 5.16254
899 4123 13.1625
900 6159 5.16254
901 9743 7.16254
902 4606 11.1625
903 3777 10.1625
904 3824 14.1625
905 5564 6.16254
906 2285 14.1625
907 8252 11.1625
908 9386 12.1625
909 9970 9.16254
910 9328 9.16254
911 5699 11.1625
912 7188 11.1625
913 1702 13.1625
914 3407 13.1625
915 6822 14.1625
916 1452 11.1625
917 2024 10.1625
918 881 14.1625
919 7372 5.16254
920 924 10.1625
921 812 13.1625
922 6238 10.1625
923 3288 13.1625
924 4420 9.16254
925 1036 5.16254
926 9197 9.16254
927 8644 7.16254
928 9807 12.1625
929 1015 5.16254
930 9337 6.16254
931 4366 9.16254
932 5987 11.1625
933 13 8.16254
934 5357 7.16254
935 3157 11.1625
936 3488 11.1625
937 1074 13.1625
938 6199 8.16254
939 8516 5.16254
940 9204 7.16254
941 7533 13.1625
942 7871 6.16254
943 7955 13.1625
944 9689 8.16254
945 897 8.16254
946 8391 5.16254
947 1400 10.1625
948 4818 6.16254
949 4414 11.1625
950 383 9.16254
951 9622 9.16254
952 3124 5.16254
953 5181 11.1625
954 6642 5.16254
955 1526 8.16254
956 6416 14.1625
957 7415 5.16254
958 8402 9.16254
959 3552 5.16254
960 5925 13.1625
961 286 8.16254
962 2877 10.1625
963 1862 14.1625
964 3100 13.1625
965 1037 6.16254
966 3849 6.16254
967 520 10.1625
968 2940 6.16254
969 9461 13.1625
970 2564 7.16254
971 178 12.1625
972 3212 12.1625
973 6435 11.1625
974 6130 12.1625
975 2872 5.16254
976 7601 8.16254
977 9537 11.1625
978 6427 8.16254
979 2921 10.1625
980 7677 10.1625
981 6176 11.1625
982 6202 9.16254
983 3247 6.16254
984 3980 13.1625
985 3473 5.16254
986 6861 11.1625
987 8690 12.1625
988 4409 11.1625
989 4853 9.16254
990 6696 7.16254
991 4178 8.16254
992 4049 14.1625
993 9523 11.1625
994 6700 14.1625
995 3170 13.1625
996 6405 14.1625
997 653 9.16254
998 7625 14.1625
999 4915 8.16254
1000 8192 5.16254
1001 1315 7.16254
1002 3622 10.1625
1003 6711 5.16254
1004 5133 10.1625
1005 155 14.1625
1006 2456 6.16254
1007 9293 12.1625
1008 1216 11.1625
1009 8565 12.1625
1010 2847 11.1625
1011 5459 9.16254
1012 2665 14.1625
1013 5025 6.16254
1014 1596 14.1625
1015 5061 14.1625
1016 1495 8.16254
1017 4843 13.1625
1018 7966 6.16254
1019 4732 7.16254
1020 4703 9.16254
1021 9677 5.16254
1022 2387 13.1625
1023 5248 13.1625
1024 956 5.16254
1025 4684 11.1625
1026 8715 7.16254
1027 3056 8.16254
1028 7839 10.1625
1029 4837 8.16254
1030 1187 9.16254
1031 807 11.1625
1032 9441 9.16254
1033 9382 12.1625
1034 8788 7.16254
1035 3673 11.1625
1036 2168 11.1625
1037 2234 11.1625
1038 3907 10.1625
1039 9740 10.1625
1040 6045 8.16254
1041 8666 10.1625
1042 6152 10.1625
1043 7725 13.1625
1044 2969 5.16254
1045 5010 10.1625
1046 5628 8.16254
1047 6839 8.16254
1048 3050 12.1625
1049 4061 13.1625
1050 3502 11.1625
1051 6913 14.1625
1052 1087 10.1625
1053 227 6.16254
1054 1379 6.16254
1055 1440 5.16254
1056 7558 6.16254
1057 2186 6.16254
1058 3412 13.1625
1059 9285 14.1625
1060 4059 7.16254
1061 2121 9.16254
1062 3278 14.1625
1063 6340 11.1625
1064 9929 9.16254
1065 1333 12.1625
1066 8136 7.16254
1067 9103 10.1625
1068 2143 9.16254
1069 7383 5.16254
1070 2465 11.1625
1071 2529 9.16254
1072 8931 12.1625
1073 5318 12.1625
1074 7792 12.1625
1075 3473 13.1625
1076 2066 7.16254
1077 4704 14.1625
1078 9301 9.16254
1079 4838 12.1625
1080 3029 8.16254
1081 2665 14.1625
1082 6002 8.16254
1083 3556 8.16254
1084 4265 7.16254
1085 3250 11.1625
1086 9764 12.1625
1087 8337 14.1625
1088 2077 13.1625
1089 5789 10.1625
1090 1425 10.1625
1091 4887 13.1625
1092 6440 13.1625
1093 2001 14.1625
1094 2220 10.1625
1095 4975 6.16254
1096 4594 10.1625
1097 6417 12.1625
1098 2574 11.1625
1099 325 12.1625
1100 2496 13.1625
1101 5153 7.16254
1102 937 11.1625
1103 4124 7.16254
1104 312 5.16254
1105 6050 8.16254
1106 759 8.16254
1107 8393 7.16254
1108 2113 8.16254
1109 4525 9.16254
1110 8817 7.16254
1111 9584 5.16254
1112 306 5.16254
1113 5592 12.1625
1114 9140 14.1625
1115 1303 6.16254
1116 4240 6.16254
1117 5481 10.1625
1118 3113 14.1625
1119 1357 12.1625
1120 2684 14.1625
1121 8328 11.1625
1122 1511 11.1625
1123 2226 10.1625
1124 283 9.16254
1125 9540 5.16254
1126 9416 7.16254
1127 5677 12.1625
1128 8292 14.1625
1129 5768 8.16254
1130 353 7.16254
1131 2236 5.16254
1132 5111 8.16254
1133 1353 12.1625
1134 489 12.1625
1135 3234 9.16254
1136 4865 12.1625
1137 8199 5.16254
1138 3032 8.16254
1139 1584 12.1625
1140 343 14.1625
1141 3998 5.16254
1142 3416 5.16254
1143 2648 11.1625
1144 2529 9.16254
1145 2308 5.16254
1146 5489 5.16254
1147 640 10.1625
1148 5426 13.1625
1149 409 13.1625
1150 7869 12.1625
1151 672 10.1625
1152 8370 11.1625
1153 9112 7.16254
1154 881 10.1625
1155 6301 7.16254
1156 4986 14.1625
1157 4150 13.1625
1158 1560 5.16254
1159 3277 13.1625
1160 6798 12.1625
1161 137 11.1625
1162 3294 9.16254
1163 6053 8.16254
1164 4353 8.16254
1165 6219 7.16254
1166 3271 14.1625
1167 6541 5.16254
1168 7345 10.1625
1169 6211 13.1625
1170 9515 11.1625
1171 2617 11.1625
1172 4396 9.16254
1173 6070 9.16254
1174 5148 5.16254
1175 4793 9.16254
1176 6515 12.1625
1177 7399 5.16254
1178 8871 6.16254
1179 113 11.1625
1180 1500 14.1625
1181 7031 14.1625
1182 3224 14.1625
1183 7996 11.1625
1184 2392 9.16254
1185 381 13.1625
1186 8304 11.1625
1187 9575 12.1625
1188 2930 8.16254
1189 1823 5.16254
1190 6576 12.1625
1191 3191 11.1625
1192 4711 11.1625
1193 6066 13.1625
1194 5627 6.16254
1195 8391 10.1625
1196 2513 13.1625
1197 3482 6.16254
1198 2162 11.1625
1199 7890 11.1625
1200 8852 9.16254
1201 9627 7.16254
1202 6016 9.16254
1203 1441 10.1625
1204 8014 9.16254
1205 7026 8.16254
1206 4627 6.16254
1207 2430 6.16254
1208 2391 12.1625
1209 2923 13.1625
1210 4677 13.1625
1211 8311 6.16254
1212 8321 6.16254
1213 6092 11.1625
1214 6438 9.16254
1215 6622 13.1625
1216 5420 7.16254
1217 4031 9.16254
1218 8619 9.16254
1219 385 10.1625
1220 3484 12.1625
1221 5973 7.16254
1222 794 7.16254
1223 9033 5.16254
1224 6901 10.1625
1225 4370 6.16254
1226 4854 10.1625
1227 1934 14.1625
1228 6059 14.1625
1229 5244 8.16254
1230 3593 6.16254
1231 954 10.1625
1232 9699 11.1625
1233 2035 6.16254
1234 5204 6.16254
1235 8119 7.16254
1236 4579 14.1625
1237 8383 5.16254
1238 2497 7.16254
1239 1724 11.1625
1240 957 6.16254
1241 4142 7.16254
1242 1942 8.16254
1243 8988 7.16254
1244 5686 7.16254
1245 3664 14.1625
1246 7682 6.16254
1247 9876 13.1625
1248 2768 11.1625
1249 8867 6.16254
1250 7497 12.1625
1251 8244 11.1625
1252 2663 8.16254
1253 9032 10.1625
1254 5628 6.16254
1255 7724 10.1625
1256 1599 7.16254
1257 3979 6.16254
1258 1109 8.16254
1259 3125 5.16254
1260 367 8.16254
1261 6076 5.16254
1262 4572 11.1625
1263 8598 9.16254
1264 9448 12.1625
1265 6896 6.16254
1266 7619 9.16254
1267 9023 13.1625
1268 4934 13.1625
1269 7026 9.16254
1270 3561 11.1625
1271 313 9.16254
1272 9784 6.16254
1273 285 10.1625
1274 426 5.16254
1275 7690 7.16254
1276 3365 12.1625
1277 2009 6.16254
1278 1303 8.16254
1279 5279 12.1625
1280 1239 10.1625
1281 9280 14.1625
1282 482 13.1625
1283 725 13.1625
1284 1109 5.16254
1285 7561 13.1625
1286 4086 11.1625
1287 1414 11.1625
1288 5332 14.1625
1289 6348 13.1625
1290 8275 14.1625
1291 9716 11.1625
1292 971 11.1625
1293 9579 6.16254
1294 5498 9.16254
1295 6191 7.16254
1296 201 14.1625
1297 7179 6.16254
1298 6942 6.16254
1299 9264 11.1625
1300 7239 10.1625
1301 4304 5.16254
1302 7866 6.16254
1303 8362 10.1625
1304 2166 5.16254
1305 541 6.16254
1306 1915 12.1625
1307 2083 13.1625
1308 5149 11.1625
1309 8324 10.1625
1310 9688 13.1625
1311 551 7.16254
1312 1572 5.16254
1313 5320 12.1625
1314 7218 11.1625
1315 9730 12.1625
1316 2996 9.16254
1317 8949 13.1625
1318 4501 12.1625
1319 5645 14.1625
1320 5188 5.16254
1321 7109 5.16254
1322 8026 6.16254
1323 1572 8.16254
1324 4022 5.16254
1325 6989 6.16254
1326 5996 12.1625
1327 6765 5.16254
1328 6854 7.16254
1329 9247 6.16254
1330 8255 10.1625
1331 1697 8.16254
1332 6178 14.1625
1333 2115 12.1625
1334 9541 12.1625
1335 8930 11.1625
1336 5529 13.1625
1337 3416 12.1625
1338 6817 14.1625
1339 9897 5.16254
1340 4886 5.16254
1341 7715 5.16254
1342 4429 13.1625
1343 34 11.1625
1344 8150 5.16254
1345 6940 5.16254
1346 1425 12.1625
1347 9240 14.1625
1348 868 11.1625
1349 1449 10.1625
1350 700 12.1625
1351 8305 10.1625
1352 6422 7.16254
1353 2952 14.1625
1354 6711 9.16254
1355 8826 9.16254
1356 1321 6.16254
1357 4063 8.16254
